oid_,namobj,luaswh,wadmkc,wadmkd,wadmkk,wadmpr,nddi_mean,elevation_mean,slope_mean,popden_pop_density,bui_mean,ndmi_mean,ntl_mean,ndvi_mean,rwi,POI_EDU_Distance,POI_EDU_Density,POI_HEALTH_Distance,POI_HEALTH_Density,IKP,IKP_Estimasi
310,Batunya,1005.913773,Baturiti,Batunya,Tabanan,Bali,-0.2126975,1058.840969,13.7887199,6.253211063,0.458007797,0.151532765,1.066290998,0.680663778,1.0335,0.037184127,0.0,0.002940164,0.0,90.54,89.56233535714298
311,Batur Selatan,2027.886273,Kintamani,Batur Selatan,Bangli,Bali,-3.083467915,1209.985945,11.10612035,5.457045536,0.231208391,0.027871507,0.827003873,0.504200766,0.4595,0.029141144,0.0,0.09204099,0.0,77.35,78.87898041666618
312,Batur Tengah,1691.627183,Kintamani,Batur Tengah,Bangli,Bali,2.623411115,1118.825311,6.543181455,4.217372361,0.223385397,0.059244151,0.957892795,0.349008011,0.426,0.062841519,0.0,0.08751196,0.0,77.35,78.81271999999953
313,Batur Utara,421.658166,Kintamani,Batur Utara,Bangli,Bali,0.607725146,1311.115076,15.37774074,3.51668119,0.420158267,0.111629293,1.071447003,0.725207193,-0.08,0.024229906,0.0,0.104817636,0.0,77.35,79.56491499999946
314,Baturinggit,1543.532,Kubu,Baturinggit,Karangasem,Bali,0.928392901,311.4792593,6.832271391,6.60621067,0.327651417,0.050001246,0.686680706,0.712368585,-0.132666667,0.031299135,0.0,0.029885744,0.0,85.28,85.91670111348127
315,Akah,254.9483927,Klungkung,Akah,Klungkung,Bali,0.589562285,165.7105457,5.359058843,16.35251838,0.426750928,0.133510449,2.33803458,0.680620127,0.1915,0.003115106,0.0,0.007939543,0.0,87.53,88.25632008230038
316,Alasangker,506.4811754,Buleleng,Alasangker,Buleleng,Bali,0.286379384,198.2116775,5.487135078,10.30024053,0.436577647,0.128165764,1.514012415,0.715726504,0.249,0.019814453,0.0,0.024129683,0.0,82.02,84.9922775965456
317,Ambengan,969.4297908,Sukasada,Ambengan,Buleleng,Bali,0.561876838,504.1967801,18.10464246,4.936524903,0.466053571,0.19060575,0.765021611,0.627933208,0.0875,0.046050104,0.0,0.039613251,0.0,82.02,84.87046277336859
318,Amerta Bhuana,587.0776508,Selat,Amerta Bhuana,Karangasem,Bali,0.574650999,715.8059153,6.730436344,4.354992394,0.520912529,0.195809024,0.865462712,0.795284549,0.104,0.112655314,0.0,0.07291024,0.0,85.28,86.42962345283877
319,Angantaka,225.0359451,Abiansemal,Angantaka,Badung,Bali,2.108391891,96.58681135,2.297336915,13.51727358,0.277272844,0.078301545,3.797259569,0.562116169,0.1915,0.014453787,0.0,0.01490892,0.0,91.59,88.61836055069013
320,Angkah,1014.707639,Selemadeg Barat,Angkah,Tabanan,Bali,0.461928911,322.7865408,11.63574119,2.454645917,0.540061705,0.205956268,0.514945449,0.818781923,0.354,0.113905494,0.0,0.115233589,0.0,90.54,86.80832714591088
321,Baturiti,393.5717912,Kerambitan,Baturiti,Tabanan,Bali,0.884690416,671.8886542,8.900935366,33.61829005,0.441016032,0.145760409,1.30658102,0.68852245,0.455,0.045294483,0.0,0.028272593,0.0,90.54,87.9773701340234
322,Baturiti,983.9346269,Baturiti,Baturiti,Tabanan,Bali,0.884690416,671.8886542,8.900935366,33.61829005,0.441016032,0.145760409,1.30658102,0.68852245,0.796,0.005198844,0.0,0.0,0.001016328,90.54,89.63166988095247
323,Bayung Cerik,310.8253802,Kintamani,Bayung Cerik,Bangli,Bali,-0.321323453,979.7178788,10.99455648,0.88766216,0.503993899,0.152719106,0.69050951,0.769352613,0.1915,0.044854782,0.0,0.051734481,0.0,77.35,77.83412208333282
324,Bayung Gede,988.6061285,Kintamani,Bayung Gede,Bangli,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.791,0.051695447,0.0,0.08526121,0.0,77.35,79.61279166666614
325,Angseri,995.0436193,Baturiti,Angseri,Tabanan,Bali,0.566888884,834.8336327,10.54044959,3.695813571,0.550035964,0.185225204,0.708914719,0.698435176,-0.0285,0.003585401,0.0,0.022566934,0.0,90.54,87.58171775132287
326,Antap,962.9751661,Selemadeg,Antap,Tabanan,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.3515,0.108776101,0.0,0.098146242,0.0,90.54,88.09688271255419
327,Bebalang,408.2806668,Bangli,Bebalang,Bangli,Bali,1.014592194,352.6917414,5.710091086,14.43967213,0.436652341,0.127719176,3.05143525,0.686596719,0.1915,0.002301712,0.0,0.008636085,0.0,77.35,83.76922279761865
328,Bebandem,928.5927401,Bebandem,Bebandem,Karangasem,Bali,0.605423991,383.5097107,4.980672149,7.48556619,0.453954545,0.150445,1.167143578,0.695253952,0.1915,0.056034156,0.0,0.025931325,0.0,85.28,87.81745121704976
329,Bebetin,654.0744266,Sawan,Bebetin,Buleleng,Bali,0.548904822,305.5429682,8.632605003,5.976053712,0.463274204,0.158577303,1.353683947,0.71667613,0.1915,0.009998302,0.0,0.0,0.001528878,82.02,87.77713753527328
330,Bedulu,402.4233651,Blahbatuh,Bedulu,Gianyar,Bali,1.157874004,160.399252,3.693651146,26.94927533,0.322083648,0.086943803,5.782274354,0.584808545,1.192,0.0,0.002484945,0.010423943,0.0,92.16,88.94266053571418
331,Belalang,373.8868027,Kediri,Belalang,Tabanan,Bali,0.819061364,35.95922477,2.323632658,18.67635041,0.261035749,0.07054639,2.634995466,0.521072994,0.745,0.059363746,0.0,0.047632035,0.0,90.54,88.42161597963943
332,Belancan,1068.448643,Kintamani,Belancan,Bangli,Bali,0.56996084,1162.23516,7.270415158,4.053759661,0.458290284,0.142965409,0.7471050889999999,0.711570449,0.042,0.044101745,0.0,0.06481588,0.0,77.35,78.16200124999949
333,Belandingan,525.8048457,Kintamani,Belandingan,Bangli,Bali,0.598301238,883.9712243,20.26732795,4.340385957,0.397532249,0.131373567,0.46133652,0.333056389,-0.316,0.035207804,0.0,0.042809042,0.0,77.35,77.5396791666661
334,Tista,87.40503262,Kerambitan,Tista,Tabanan,Bali,0.823838681,302.3906682,10.5880197,40.52692378,0.455105654,0.117351358,1.069347829,0.77581833,0.1915,0.063132353,0.0,0.040277247,0.0,90.54,88.04431096735667
335,Tista,728.8921924,Abang,Tista,Karangasem,Bali,0.823838681,302.3906682,10.5880197,40.52692378,0.455105654,0.117351358,1.069347829,0.77581833,0.222,0.003924173,0.0,0.01897957,0.0,85.28,88.47599406259476
336,Dapdap Putih,1218.72206,Busungbiu,Dapdap Putih,Buleleng,Bali,0.504590433,644.2557709,13.27420652,3.444282311,0.529625602,0.214004112,0.54694247,0.714700674,-0.2955,0.129317046,0.0,0.140746914,0.0,82.02,84.63384625000002
337,Titab,250.4575894,Busungbiu,Titab,Buleleng,Bali,0.694304182,255.9819617,12.95600677,5.940142797,0.536199135,0.183842822,0.740381214,0.783686381,0.1915,0.090073657,0.0,0.06001231,0.0,82.02,85.17648045194007
338,Tiyingtali,460.1863988,Abang,Tiyingtali,Karangasem,Bali,0.703453717,300.2972035,10.65835172,4.501766277,0.51066636,0.148820202,1.038189376,0.775656457,0.1915,0.004226149,0.0,0.011294791,0.0,85.28,88.5272375502491
339,Tohpati,105.7609823,Banjarangkan,Tohpati,Klungkung,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.1915,0.022246977,0.0,0.022105601,0.0,87.53,87.79983014562121
340,Tojan,144.3763652,Klungkung,Tojan,Klungkung,Bali,0.61976664,28.30338542,2.293347751,19.92355517,0.425605603,0.081976863,3.222948074,0.585734506,0.1915,0.007136271,0.0,0.009396279,0.0,87.53,88.42664740372898
341,Tonja,224.1434866,Denpasar Utara,Tonja,Kota Denpasar,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.1915,0.0,0.004461428,0.0,0.017845712,95.8,88.75478577441505
342,Tri Eka Buana,432.5796773,Sidemen,Tri Eka Buana,Karangasem,Bali,0.505504675,373.8526476,15.82961966,4.403020521,0.510029409,0.190922303,0.994955097,0.792187104,-0.292,0.053823795,0.0,0.050899604,0.0,85.28,87.41587011950536
343,Tri Buana,656.418425,Abang,Tri Buana,Karangasem,Bali,0.565199516,454.9749391,16.70555372,3.624517228,0.568555192,0.17784933,0.942080839,0.797822186,0.108,0.0,0.001523419,0.028958215,0.0,85.28,87.03849301800481
344,Tua,374.5749995,Marga,Tua,Tabanan,Bali,0.76006016,451.834545,4.706923587,5.897667673,0.485985015,0.156499997,1.23957738,0.717057755,0.1915,0.031029342,0.0,0.033659588,0.0,90.54,87.8208340625948
345,Tuban,563.8673479,Kuta,Tuban,Badung,Bali,0.61976664,5.458069884,1.882772587,63.35038031,0.425605603,-0.005752192,33.61315247,0.355609431,0.735,0.002743937,0.0,0.0,0.007093867,91.59,89.82720763714852
346,Tukadaya,6189.243116,Melaya,Tukadaya,Jembrana,Bali,0.489693386,313.4988074,14.93202093,1.703144973,0.463298956,0.18861388,0.529486113,0.721171551,-0.036333333,0.040351383,0.0,0.052572929,0.0,86.59,85.55296492817293
347,Tukadmungga,220.2838499,Buleleng,Tukadmungga,Buleleng,Bali,6.758989034,15.83788396,2.828752072,22.08452253,0.288533339,0.071726052,4.585579024,0.574971155,0.1915,0.002721627,0.0,0.010177052,0.0,82.02,85.79768410889123
348,Tukadsumaga,3333.870098,Gerokgak,Tukadsumaga,Buleleng,Bali,0.464178473,435.2698252,16.76672781,2.672594769,0.496072547,0.199492966,0.55742191,0.642356941,-0.2015,0.060549655,0.0,0.026980062,0.0,82.02,84.91281319003525
349,Tulamben,2877.716391,Kubu,Tulamben,Karangasem,Bali,1.129915027,208.0575478,6.623881202,8.323083995,0.250850116,0.010693327,0.677403403,0.674885573,0.55825,0.0,0.000347498,0.0,0.000347498,85.28,87.0876874358193
350,Tulikup,572.1765528,Gianyar,Tulikup,Gianyar,Bali,0.806823114,64.71095418,3.494323673,25.19627052,0.398423456,0.097797193,3.505309888,0.63928785,0.479,0.029406255,0.0,0.013797014,0.0,92.16,88.22823866496591
351,Tumbakbayuh,273.9500256,Mengwi,Tumbakbayuh,Badung,Bali,1.005875343,46.93104631,2.723639156,27.86550296,0.285047598,0.089081309,6.584408613,0.570068901,1.028,0.022331549,0.0,0.004620868,0.0,91.59,89.04228803571422
352,Tumbu,390.1791481,Karangasem,Tumbu,Karangasem,Bali,-0.546125118,72.97466828,7.423818707,11.0183089,0.431539968,0.094981562,1.956090733,0.736708514,0.4685,0.035749939,0.0,0.00227033,0.0,85.28,88.34095583915159
353,Tunjuk,463.0380348,Tabanan,Tunjuk,Tabanan,Bali,0.780278221,276.7514721,3.825873059,9.008216073,0.453783525,0.144963604,1.429232359,0.703459188,0.68,0.02000514,0.0,0.007671196,0.0,90.54,88.68759514630612
354,Tunjung,686.0587361,Kubutambahan,Tunjung,Buleleng,Bali,0.595000331,381.0476712,11.77661665,3.913598781,0.4388448,0.125619771,0.870379199,0.737809762,0.024,0.065154936,0.0,0.07294079,0.0,82.02,85.96998170194003
355,Tusan,313.9735713,Banjarangkan,Tusan,Klungkung,Bali,3.600748958,98.41507177,4.380408947,12.3558729,0.44315777,0.105898528,3.221064274,0.703433425,0.1915,0.014672894,0.0,0.015389269,0.0,87.53,88.28351489592814
356,Tuwed,833.7257854,Melaya,Tuwed,Jembrana,Bali,0.61976664,18.62518318,2.442734496,10.19283627,0.425605603,0.117054352,1.968667755,0.661445828,0.527,0.044060403,0.0,0.083081056,0.0,86.59,88.08706947926153
357,Ubud,662.5581713,Ubud,Ubud,Gianyar,Bali,1.197131531,242.2647684,3.805356445,29.34643688,0.348335291,0.095089805,6.706465721,0.596877886,0.949,0.0,0.003018603,0.0,0.015093014,92.16,89.08431946428564
358,Tajen,410.60264,Penebel,Tajen,Tabanan,Bali,0.650841032,330.2692748,3.604266763,5.626811153,0.431050017,0.139888374,1.199920212,0.691841391,0.774,0.039476596,0.0,0.008229381,0.0,90.54,89.46373910714291
359,Tajun,1076.885489,Kubutambahan,Tajun,Buleleng,Bali,0.535599083,730.3026546,10.46075153,5.637803307,0.518885706,0.173436798,1.0908592,0.743583695,0.474666667,0.05871683,0.0,0.058262117,0.0,82.02,87.30501461860658
360,Takmung,466.0158345,Banjarangkan,Takmung,Klungkung,Bali,-0.007274523,34.81124823,2.935710035,16.02274845,0.359773388,0.098533803,3.165515939,0.595053442,0.824,0.000850176,0.0,0.0,0.00214585,87.53,88.9855597800057
361,Talibeng,478.0452773,Sidemen,Talibeng,Karangasem,Bali,0.583331899,283.3208808,12.48762908,9.758871057,0.513289826,0.16715815,1.391618493,0.783807578,0.153,0.028222145,0.0,0.032798579,0.0,85.28,87.4962538956212
362,Taman,739.844596,Abiansemal,Taman,Badung,Bali,0.689963144,268.6064451,3.421495174,11.8945914,0.438868218,0.134713018,2.035599051,0.704551492,0.924,0.007357153,0.0,0.014763636,0.0,91.59,88.48854722963941
363,Tamanbali,485.8288513,Bangli,Tamanbali,Bangli,Bali,0.603446575,267.6152208,5.783452992,10.99933279,0.440525206,0.135086264,1.945618467,0.707056105,0.1915,0.021368857,0.0,0.02748241,0.0,77.35,83.07214154761867
364,Tambakan,1891.063789,Kubutambahan,Tambakan,Buleleng,Bali,0.525513717,1289.23932,15.73516909,2.700673978,0.588086577,0.19708568,0.457243431,0.735030291,-0.130666667,0.07970908,0.0,0.051801374,0.0,82.02,85.2515984876543
365,Ubung,184.0525178,Denpasar Utara,Ubung,Kota Denpasar,Bali,3.508972052,48.02852776,2.744617165,120.7142292,0.073224291,-0.04455972,14.61016369,0.341596675,0.1915,0.003207641,0.0,0.0,0.005433232,95.8,89.2528511459281
366,Ubung Kaja,400.3555753,Denpasar Utara,Ubung Kaja,Kota Denpasar,Bali,5.120739458,65.25234302,2.967232503,120.3199009,0.122770564,-0.02086439,11.66948467,0.391313504,1.165,0.0,0.00249778,0.0,0.00249778,95.8,89.38157196428563
367,Ulakan,1019.332785,Manggis,Ulakan,Karangasem,Bali,0.144560291,178.1665745,14.45996315,6.306081401,0.550860473,0.176560179,1.380439294,0.798649183,0.189,0.096777115,0.0,0.017872481,0.0,85.28,87.82366500581821
368,Ularan,522.4266197,Seririt,Ularan,Buleleng,Bali,0.62637539,217.078375,13.93890936,6.061832693,0.448185315,0.145712005,0.899736202,0.755800978,0.1915,0.10189068,0.0,0.029275621,0.0,82.02,85.83696652336857
369,Ulian,418.8161503,Kintamani,Ulian,Bangli,Bali,0.561008465,1044.87104,12.36508612,3.860576993,0.453007948,0.160705832,0.630766121,0.748022144,0.109,0.071219115,0.0,0.03372933,0.0,77.35,77.75207124999946
370,Tamblang,618.6642756,Kubutambahan,Tamblang,Buleleng,Bali,0.460524729,340.6732146,8.864092818,6.606401244,0.460939648,0.150972935,1.498942103,0.70119149,0.086,0.020814622,0.0,0.033864276,0.0,82.02,86.91065711860661
371,Tampaksiring,866.03333,Tampaksiring,Tampaksiring,Gianyar,Bali,0.958503643,463.4576639,7.177423624,10.13923974,0.468806958,0.158774889,2.063638838,0.704272959,0.775,0.0,0.00346407,0.0,0.00115469,92.16,89.14683630952376
372,Tampekan,57.7749386,Banjar,Tampekan,Buleleng,Bali,0.676644983,63.75856444,7.757432817,8.999123998,0.431397555,0.123215931,3.146564245,0.697928489,0.637,0.054055952,0.0,0.036294292,0.0,82.02,86.89751095238088
373,Umeanyar,215.1134786,Seririt,Umeanyar,Buleleng,Bali,1.019095605,22.06039387,4.349152907,8.933427867,0.363214639,0.118884901,2.169854403,0.693239657,0.1915,0.10519017,0.0,0.015168027,0.0,82.02,87.85313303571418
374,Umejero,1160.649439,Busungbiu,Umejero,Buleleng,Bali,0.441923237,818.2513161,13.17934335,2.467766845,0.617714814,0.238438043,0.591869949,0.640014861,0.0015,0.017116446,0.0,0.113246861,0.0,82.02,84.46437732694007
375,Undisan,297.5426913,Tembuku,Undisan,Bangli,Bali,0.674683305,476.0186709,6.288545717,9.200557139,0.50403884,0.164311441,1.63147198,0.762862371,0.688,0.035910577,0.0,0.034055269,0.0,77.35,84.74064178571403
376,Ungasan,1552.114122,Kuta Selatan,Ungasan,Badung,Bali,0.61976664,135.2485626,5.138199383,28.38078144,0.425605603,0.023851058,8.303127151,0.596727783,1.3705,0.005734756,0.0,0.0,0.003221413,91.59,88.85474740821083
377,Unggahan,1424.769271,Seririt,Unggahan,Buleleng,Bali,0.473647796,523.6661824,21.51300981,2.232511623,0.554186735,0.207061661,0.432090248,0.723029513,-0.061666667,0.11171491,0.0,0.043390995,0.0,82.02,85.49927665149607
378,Wanagiri,1474.196701,Selemadeg,Wanagiri,Tabanan,Bali,0.486481501,923.3662418,11.90149577,4.953439966,0.555108119,0.2128961,0.540264888,0.621433326,-0.217,0.078312505,0.0,0.067438798,0.0,90.54,86.45248203468371
379,Wanagiri,1675.836022,Sukasada,Wanagiri,Buleleng,Bali,0.486481501,923.3662418,11.90149577,4.953439966,0.555108119,0.2128961,0.540264888,0.621433326,0.246,0.04645515,0.0,0.058067256,0.0,82.02,84.9985505709876
380,Wanagiri Kauh,1011.371342,Selemadeg,Wanagiri Kauh,Tabanan,Bali,0.451130776,539.3965821,10.39891554,2.024509569,0.565476016,0.213617911,0.47627946,0.748272972,0.066666667,0.084491819,0.0,0.081708141,0.0,90.54,86.44608078468367
381,Tangguntiti,493.8302859,Selemadeg Timur,Tangguntiti,Tabanan,Bali,1.101112534,57.81228604,3.39273036,5.047327522,0.254517095,0.040970266,1.004772961,0.551351884,0.35,0.076235397,0.0,0.059106246,0.0,90.54,87.86654824829921
382,Tangguwisia,213.4967826,Seririt,Tangguwisia,Buleleng,Bali,-0.221301712,17.40220264,2.753975041,12.88059379,0.419699953,0.124702739,2.947499802,0.666126776,0.945,0.06753275,0.0,0.011012353,0.0,82.02,87.95173910714279
383,Tangkas,247.6709228,Klungkung,Tangkas,Klungkung,Bali,0.61976664,21.91505499,2.773752552,9.329099785,0.425605603,0.065248688,3.450595802,0.552169365,0.1915,0.016118484,0.0,0.018485386,0.0,87.53,87.92976924896702
384,Tanglad,1742.79241,Nusa Penida,Tanglad,Klungkung,Bali,0.61976664,333.4542026,12.74534078,3.342498013,0.425605603,0.029726809,0.618218803,0.695079163,-0.1222,0.093727883,0.0,0.047352174,0.0,87.53,86.37198023138316
385,Tanjung Benoa,134.7909905,Kuta Selatan,Tanjung Benoa,Badung,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.1915,0.022152406,0.0,0.005867188,0.0,91.59,88.0567223571597
386,Taro,2056.675833,Tegallalang,Taro,Gianyar,Bali,0.50426689,702.0538922,7.984539041,5.948616068,0.527932156,0.182358238,1.070321901,0.772667024,0.609666667,0.0,0.000486221,0.027244143,0.0,92.16,88.33454616496584
387,Tegak,198.2389492,Klungkung,Tegak,Klungkung,Bali,0.61976664,206.0193262,6.167302396,8.999123998,0.425605603,0.124715492,1.498942103,0.67489163,0.1915,0.026512473,0.0,0.031614877,0.0,87.53,87.46739181228784
388,Tegal Badeng Barat,320.7745445,Negara,Tegal Badeng Barat,Jembrana,Bali,0.61976664,18.77399472,2.104827258,12.31523551,0.425605603,0.063507794,2.255670301,0.629454389,0.866,0.038747353,0.0,0.030619328,0.0,86.59,88.16228686333902
389,Wanasari,459.1348691,Tabanan,Wanasari,Tabanan,Bali,0.76163407,211.6945469,3.708048312,7.877562943,0.408714051,0.121208785,1.528385531,0.706952827,0.969,0.002382142,0.0,0.00826113,0.0,90.54,88.96612889630609
390,Warnasari,532.3676243,Melaya,Warnasari,Jembrana,Bali,0.690221769,62.83718469,5.267810365,3.324307684,0.366547751,0.094939412,0.925349936,0.723121298,0.199,0.032601495,0.0,0.101499045,0.0,86.59,86.79547697926154
391,Tegal Badeng Timur,312.4258215,Negara,Tegal Badeng Timur,Jembrana,Bali,0.622033469,14.35501355,1.888055911,10.96581234,0.368305862,0.06887699,2.26673514,0.623809496,0.173,0.026844101,0.0,0.016258646,0.0,86.59,89.0985824718046
392,Tegal Harum,82.61248039,Denpasar Barat,Tegal Harum,Kota Denpasar,Bali,-5.682257505,19.47272727,1.850734475,256.9852918,0.007802886,-0.084509835,15.4619482,0.267372591,0.1915,0.006447332,0.0,0.003623463,0.0,95.8,89.87976431704271
393,Tegal Kertha,95.93366057,Denpasar Barat,Tegal Kertha,Kota Denpasar,Bali,-0.332828275,24.93450635,2.059505158,142.9139035,-0.024190649,-0.105466204,15.94964867,0.207503994,0.1915,0.003537948,0.0,0.0,0.01042387,95.8,88.67908655469701
394,Werdi Bhuwana,339.4233098,Mengwi,Werdi Bhuwana,Badung,Bali,1.456867432,179.8958737,3.429367291,16.77918953,0.347861869,0.097862849,2.8899533,0.599265643,0.1915,0.045494016,0.0,0.0,0.005892347,91.59,88.65368945200295
395,Wisma Kerta,375.7284237,Sidemen,Wisma Kerta,Karangasem,Bali,0.221775405,275.6596649,11.39209149,5.478228453,0.501058729,0.16178478,1.222209432,0.736049398,0.223,0.031324996,0.0,0.035954931,0.0,85.28,87.57659783871064
396,Wongaya Gede,1699.062826,Penebel,Wongaya Gede,Tabanan,Bali,0.545455872,900.3151314,17.29395089,2.506100169,0.524552817,0.199523381,0.556472191,0.516203501,-0.018,0.048518883,0.0,0.034223307,0.0,90.54,87.7278940060341
397,Yangapi,1514.842839,Tembuku,Yangapi,Bangli,Bali,0.56824665,724.4532414,6.653887478,3.868669265,0.538985164,0.17053665,1.167676259,0.77552221,0.6508,0.039466586,0.0,0.035668196,0.0,77.35,84.518729285714
398,Tegal Mengkeb,635.8700293,Selemadeg Timur,Tegal Mengkeb,Tabanan,Bali,0.61976664,50.14743211,4.084763675,5.2757814,0.425605603,0.052982957,0.877209193,0.614701206,0.0915,0.080822131,0.0,0.074430399,0.0,90.54,86.63373513854317
399,Tegal Tugu,197.9381799,Gianyar,Tegal Tugu,Gianyar,Bali,1.051884803,90.06676136,4.352776225,31.79869484,0.405694588,0.078084242,6.114224759,0.701145835,0.554,0.010668279,0.0,0.010225919,0.0,92.16,88.36754074829923
400,Tegalcangkring,1991.282676,Mendoyo,Tegalcangkring,Jembrana,Bali,0.485229026,268.5520011,12.30190029,3.949171979,0.436697455,0.182094513,0.865044109,0.715069172,0.1675,0.05265625,0.0,0.066798431,0.0,86.59,86.34227970283877
401,Yeh Sumbul,1577.019028,Mendoyo,Yeh Sumbul,Jembrana,Bali,0.529342145,181.2906609,13.02761658,2.606688446,0.481080772,0.192474896,0.789882036,0.671565698,0.411,0.032348945,0.0,0.133251974,0.0,86.59,86.52615261950547
402,Yehembang,3731.622033,Mendoyo,Yehembang,Jembrana,Bali,0.61976664,382.97325,16.63242867,2.098264492,0.425605603,0.201750315,0.569175056,0.573058879,0.575,0.0,0.00026798,0.065969345,0.0,86.59,86.19925343502156
403,Yehembang Kangin,4019.418349,Mendoyo,Yehembang Kangin,Jembrana,Bali,0.40716951,399.3306282,16.28913178,1.378889193,0.455655914,0.210235944,0.576948227,0.619022249,0.136666667,0.010361675,0.0,0.051923897,0.0,86.59,85.62245332307305
404,Yehembang Kauh,7770.727586,Mendoyo,Yehembang Kauh,Jembrana,Bali,0.380898989,504.5005867,18.6483469,1.211061126,0.440217214,0.214452218,0.403291017,0.601384979,-0.055333333,0.002100627,0.0,0.040325424,0.0,86.59,85.18296084342302
405,Yehkuning,241.2376748,Jembrana,Yehkuning,Jembrana,Bali,0.751516144,10.31254871,2.536230944,6.600097606,0.378600001,0.07977809,1.835651547,0.682035585,0.75,0.058409113,0.0,0.049741963,0.0,86.59,88.73192603916323
406,Gilimanuk,2086.084105,Melaya,Gilimanuk,Jembrana,Bali,0.61976664,104.1736308,9.958982785,8.303882386,0.425605603,0.178888959,1.391747697,0.75219362,-0.2745,0.053743966,0.0,0.108373669,0.0,86.59,87.7700322028387
407,Sumberkima,1969.940499,Gerokgak,Sumberkima,Buleleng,Bali,0.61976664,254.5751073,15.23381465,6.630003057,0.425605603,0.102814989,1.126884713,0.677421701,1.152,0.0,0.001015259,0.007226476,0.0,82.02,88.36662595238082
408,Bongancina,529.34258,Busungbiu,Bongancina,Buleleng,Bali,0.496889982,630.7763578,9.167827217,2.006355665,0.585811602,0.209104386,0.506995158,0.767648376,0.2485,0.118758266,0.0,0.132483956,0.0,82.02,84.547352654321
409,Bantiran,1176.495103,Pupuan,Bantiran,Tabanan,Bali,0.514667557,578.5294259,12.56408171,4.209310458,0.577921699,0.205362667,0.620508458,0.790170858,0.083,0.066667812,0.0,0.103998457,0.0,90.54,87.84759047245642
410,Tegalinggah,251.9508514,Karangasem,Tegalinggah,Karangasem,Bali,-0.320641175,163.1837495,9.184045869,21.33705543,0.464239584,0.116853455,1.947190848,0.738374283,0.1915,0.018115007,0.0,0.002734362,0.0,85.28,88.24817185105634
411,Tegaljadi,260.5338578,Marga,Tegaljadi,Tabanan,Bali,0.673928712,199.0843547,3.906675107,11.42331763,0.41054503,0.145416869,1.777379044,0.665756884,0.1915,0.018820363,0.0,0.018988134,0.0,90.54,87.96697588358248
412,Tegallalang,726.3364245,Tegallalang,Tegallalang,Gianyar,Bali,1.475913332,355.3426872,6.136242093,15.78726843,0.407490624,0.133384015,2.866701997,0.669067841,1.0795,0.0,0.001376772,0.00556063,0.0,92.16,89.24831303571426
413,Tegallinggah,287.7371581,Penebel,Tegallinggah,Tabanan,Bali,1.23724903,397.7551788,12.44083329,19.48089559,0.410639322,0.152666731,1.200802329,0.599444433,0.115,0.048785897,0.0,0.022316323,0.0,90.54,89.21642029761914
414,Tegallinggah,938.1516436,Sukasada,Tegallinggah,Buleleng,Bali,1.23724903,397.7551788,12.44083329,19.48089559,0.410639322,0.152666731,1.200802329,0.599444433,-0.031,0.013831746,0.0,0.017090913,0.0,82.02,87.30791571428567
415,Tejakula,1386.218649,Tejakula,Tejakula,Buleleng,Bali,0.61976664,182.3222456,15.9039297,9.086948296,0.425605603,0.141275101,1.162693225,0.731278578,0.412,0.0,0.002164161,0.0,0.000721387,82.02,88.3653433686066
416,Telaga,389.2887023,Busungbiu,Telaga,Buleleng,Bali,0.5614428,433.1086432,13.22748877,5.299637303,0.516344072,0.178827771,0.5327964,0.781522915,0.1545,0.100522948,0.0,0.064306092,0.0,82.02,84.67096515432098
417,Telagatawang,347.6909074,Sidemen,Telagatawang,Karangasem,Bali,-0.21566564,305.7983261,10.79511497,3.693061707,0.530008328,0.184210449,1.092500217,0.750699936,0.369,0.049998279,0.0,0.054284187,0.0,85.28,87.73980838358246
418,Tembok,971.9720133,Tejakula,Tembok,Buleleng,Bali,0.61976664,117.1886665,7.312394286,7.565663097,0.39318105,0.090988367,0.936321858,0.784715222,0.043,0.028496638,0.0,0.028585842,0.0,82.02,86.24870211860666
419,Tembuku,607.1091505,Tembuku,Tembuku,Bangli,Bali,0.542638407,522.2067791,7.018336338,8.815716478,0.510188783,0.169673017,1.462652795,0.768738567,0.1915,0.025149521,0.0,0.023600599,0.0,77.35,84.54632279761877
420,Temesi,351.4521147,Gianyar,Temesi,Gianyar,Bali,0.898717461,70.02752539,3.570896695,16.54561695,0.400986527,0.095765846,3.394123807,0.652336464,0.1915,0.02215979,0.0,0.021364849,0.0,92.16,88.1626836649659
421,Temukus,432.332627,Banjar,Temukus,Buleleng,Bali,0.373509836,25.03724679,5.317463419,12.67158789,0.352754743,0.092349139,2.470409325,0.646952842,1.026,0.010215832,0.0,0.034701588,0.0,82.02,86.85973761904752
422,Tenganan,1190.59034,Manggis,Tenganan,Karangasem,Bali,0.61976664,207.6452503,15.36995341,5.557582018,0.425605603,0.180488414,0.76169743,0.802692608,0.665,0.07224953,0.0,0.009075651,0.0,85.28,86.66128404020985
